epoch,accuracy,loss,val_accuracy,val_loss
0,0.7608146071434021,0.31629636883735657,0.806640625,0.14313961565494537
1,0.8714310526847839,0.10084013640880585,0.8067436218261719,0.1282818764448166
2,0.8851619362831116,0.09199537336826324,0.8570518493652344,0.10038355737924576
3,0.8955925107002258,0.08602672070264816,0.8981361389160156,0.08267815411090851
4,0.9006412625312805,0.08287744969129562,0.9087638854980469,0.07573200762271881
5,0.9031903743743896,0.08110596984624863,0.90899658203125,0.07488466799259186
6,0.9047361016273499,0.07993709295988083,0.9111747741699219,0.07341701537370682
7,0.9054964780807495,0.07917970418930054,0.9094505310058594,0.07418326288461685
8,0.906312882900238,0.07844117283821106,0.9115219116210938,0.0722537413239479
9,0.9069969654083252,0.07795312255620956,0.9116172790527344,0.07221446931362152
10,0.9074802994728088,0.0775105431675911,0.9112358093261719,0.0724816769361496
11,0.9079363942146301,0.0771283358335495,0.9120864868164062,0.07143326848745346
12,0.9085488319396973,0.07661913335323334,0.9123573303222656,0.07119516283273697
13,0.9091544151306152,0.07616209238767624,0.9130935668945312,0.07032637298107147
14,0.9096871614456177,0.07573636621236801,0.91461181640625,0.07024027407169342
15,0.9102256298065186,0.07532593607902527,0.9144706726074219,0.0698244720697403
16,0.9105161428451538,0.075053371489048,0.9147300720214844,0.06903666257858276
17,0.9109047651290894,0.07476218044757843,0.9150123596191406,0.06894318759441376
18,0.9110396504402161,0.07460244745016098,0.9154434204101562,0.06860125064849854
19,0.9115574955940247,0.07427020370960236,0.9130439758300781,0.07082363963127136
20,0.9119855761528015,0.07389368116855621,0.9156532287597656,0.06831206381320953
21,0.9122990965843201,0.07362198084592819,0.9156532287597656,0.06823267787694931
22,0.9125098586082458,0.0734085813164711,0.9161605834960938,0.06811249256134033
23,0.9128233790397644,0.07318631559610367,0.9149169921875,0.06946320831775665
24,0.9131200313568115,0.07295719534158707,0.9156684875488281,0.06816698610782623
