epoch,accuracy,loss,val_accuracy,val_loss
0,0.8488271236419678,0.14089608192443848,0.806640625,0.14008155465126038
1,0.8838810324668884,0.09254731982946396,0.8080596923828125,0.12016770243644714
2,0.8934400677680969,0.0868830606341362,0.8765525817871094,0.09584122896194458
3,0.8991982936859131,0.08344856649637222,0.9050407409667969,0.07964257895946503
4,0.9020398259162903,0.08148623257875443,0.9060134887695312,0.07777098566293716
5,0.9045421481132507,0.0797404870390892,0.9105110168457031,0.07346294075250626
6,0.9065347909927368,0.0781807228922844,0.9113883972167969,0.07239266484975815
7,0.9081076979637146,0.07685321569442749,0.9111366271972656,0.07206106185913086
8,0.9092593789100647,0.0759178027510643,0.912567138671875,0.07098773121833801
9,0.9097756743431091,0.07543174177408218,0.9128570556640625,0.07059389352798462
10,0.9104858636856079,0.07488426566123962,0.9120292663574219,0.07107806205749512
11,0.9108637571334839,0.0745307132601738,0.9136505126953125,0.06979690492153168
12,0.9115160703659058,0.07407969981431961,0.9135551452636719,0.06975119560956955
13,0.911848783493042,0.07370728999376297,0.9138565063476562,0.0698368102312088
14,0.9124845862388611,0.07325651496648788,0.9136161804199219,0.06940895318984985
15,0.912751317024231,0.0730496421456337,0.9144020080566406,0.06875208765268326
16,0.9132304191589355,0.07262507826089859,0.914306640625,0.06896901875734329
17,0.9137834906578064,0.07213740050792694,0.91448974609375,0.06870052218437195
18,0.9141575694084167,0.07171732187271118,0.9135475158691406,0.06923207640647888
19,0.914389431476593,0.07155662775039673,0.9146385192871094,0.06840620189905167
20,0.9145611524581909,0.07133457809686661,0.9145889282226562,0.06805732846260071
21,0.9149930477142334,0.07107820361852646,0.9151229858398438,0.06774646043777466
22,0.9149256348609924,0.07096994668245316,0.9149818420410156,0.06751792132854462
23,0.915128767490387,0.07080645859241486,0.9148941040039062,0.06795001029968262
24,0.9152276515960693,0.07073323428630829,0.915252685546875,0.06768717616796494
25,0.915307343006134,0.07058247178792953,0.9152183532714844,0.06730849295854568
26,0.915510892868042,0.07051686942577362,0.9156723022460938,0.06706994771957397
27,0.9155828952789307,0.07039918750524521,0.9151039123535156,0.06757558137178421
28,0.9156339168548584,0.07029843330383301,0.9151153564453125,0.06733196973800659
29,0.9157316088676453,0.07027360796928406,0.9154586791992188,0.06706429272890091
30,0.9158028960227966,0.07015538215637207,0.9155235290527344,0.0668652355670929
31,0.9159041047096252,0.07012207061052322,0.9157447814941406,0.06669043749570847
32,0.9158435463905334,0.07003892213106155,0.9155349731445312,0.06711936742067337
33,0.9159796237945557,0.0700034648180008,0.9157180786132812,0.06654872000217438
34,0.9160018563270569,0.06991948187351227,0.9160690307617188,0.06685078144073486
35,0.9161834716796875,0.06977803260087967,0.9158515930175781,0.06652683764696121
36,0.9163091778755188,0.06962200999259949,0.9159278869628906,0.06641007214784622
37,0.9164885878562927,0.06952688843011856,0.9159584045410156,0.06670871376991272
38,0.9165284633636475,0.06944343447685242,0.9161109924316406,0.06624967604875565
39,0.9165226817131042,0.06940625607967377,0.9161148071289062,0.06620082259178162
40,0.9166541695594788,0.06933483481407166,0.9160499572753906,0.06606875360012054
41,0.9167737364768982,0.06929928809404373,0.916107177734375,0.06646950542926788
42,0.916696310043335,0.06924112886190414,0.9161186218261719,0.06647797673940659
43,0.9170718789100647,0.06898468732833862,0.9162445068359375,0.06606787443161011
44,0.9169672727584839,0.0689108595252037,0.9160919189453125,0.06601209938526154
45,0.917133629322052,0.06884340196847916,0.9159736633300781,0.06609825044870377
46,0.9170887470245361,0.06886766850948334,0.9160118103027344,0.06633203476667404
47,0.9170696139335632,0.06877903640270233,0.916412353515625,0.06602922827005386
48,0.9171186685562134,0.06876504421234131,0.9161224365234375,0.06598007678985596
49,0.9171999096870422,0.06871846318244934,0.9164085388183594,0.0660945251584053
